Flight_ID,Date,Route,Aircraft_Type,Passengers,Ticket_Price_USD,Delay_Minutes,Weather_Condition,Maintenance_Status,Customer_Satisfaction_Score
FL07775,2025-05-30,DEL-SFO,Airbus A380,368,496.21,12,Clear,Routine,3
FL07776,2025-08-07,SIN-SYD,Airbus A320,92,799.56,12,Fog,Routine,4
FL07777,2025-04-28,SFO-HND,Boeing 787,208,1186.75,33,Rain,Routine,3
FL07778,2025-09-08,DEL-SFO,Boeing 777,154,1050.35,10,Snow,Routine,4
FL07779,2025-12-08,JFK-LHR,Boeing 787,278,769.9,3,Clear,Routine,3
FL07780,2025-03-14,DEL-SFO,Airbus A350,266,1098.28,34,Clear,Cleared,1
FL07781,2025-11-23,DXB-LHR,Boeing 777,313,936.19,15,Rain,Routine,1
FL07782,2025-01-21,DXB-LHR,Boeing 777,98,594.67,1,Rain,Cleared,2
FL07783,2025-04-20,DXB-LHR,Airbus A320,172,1057.91,39,Clear,Routine,5
FL07784,2025-01-11,DEL-SFO,Airbus A350,352,505.31,22,Clear,Routine,1
FL07785,2025-04-12,SIN-SYD,Airbus A320,74,1117.49,16,Clear,Routine,5
FL07786,2025-10-04,SFO-HND,Airbus A380,180,253.89,27,Clear,Routine,3
FL07787,2025-02-23,BOM-LHR,Boeing 787,273,935.97,17,Snow,Routine,1
FL07788,2025-01-24,BOM-LHR,Boeing 787,148,751.33,26,Clear,Routine,5
FL07789,2025-12-07,BOM-LHR,Airbus A320,339,628.88,50,Clear,Routine,3
FL07790,2025-01-08,SIN-SYD,Boeing 787,246,894.63,23,Rain,Urgent,4
FL07791,2025-07-09,JFK-CDG,Boeing 787,158,1056.64,26,Clear,Routine,2
FL07792,2025-05-31,JFK-LHR,Airbus A380,397,1456.64,23,Snow,Routine,2
FL07793,2025-09-20,JFK-LHR,Airbus A350,269,1291.33,18,Fog,Routine,4
FL07794,2025-07-12,DXB-LHR,Boeing 777,313,1146.44,4,Clear,Routine,5
FL07795,2025-11-21,DXB-LHR,Airbus A320,257,848.71,10,Clear,Routine,4
FL07796,2025-10-18,DEL-SFO,Airbus A320,368,740.18,29,Clear,Routine,1
FL07797,2025-12-18,BOM-LHR,Airbus A380,131,290.66,13,Clear,Routine,5
FL07798,2025-04-22,DEL-SFO,Airbus A380,74,698.87,13,Rain,Cleared,2
FL07799,2025-06-05,BOM-LHR,Boeing 777,235,1310.47,35,Rain,Delayed,2
FL07800,2025-12-27,DXB-LHR,Airbus A350,57,730.03,0,Rain,Routine,5
FL07801,2025-05-10,SFO-HND,Airbus A320,173,826.98,28,Storm,Routine,1
FL07802,2025-06-15,JFK-CDG,Airbus A380,198,589.79,16,Clear,Delayed,5
FL07803,2025-11-03,DEL-SFO,Airbus A320,147,592.67,11,Rain,Routine,5
FL07804,2025-06-17,JFK-CDG,Boeing 787,265,327.34,10,Rain,Routine,5
FL07805,2025-07-24,JFK-CDG,Airbus A320,150,1017.25,4,Clear,Routine,3
FL07806,2025-01-22,JFK-CDG,Airbus A350,267,810.09,10,Fog,Routine,2
FL07807,2025-10-16,DXB-LHR,Airbus A350,308,1007.45,12,Clear,Routine,2
FL07808,2025-01-16,JFK-LHR,Airbus A320,60,933.61,14,Rain,Delayed,1
FL07809,2025-06-22,DXB-LHR,Boeing 787,108,1248.56,27,Snow,Routine,1
FL07810,2025-06-23,JFK-CDG,Airbus A350,299,1188.76,15,Clear,Routine,1
FL07811,2025-11-25,DXB-LHR,Airbus A380,189,1214.32,39,Clear,Routine,1
FL07812,2025-09-21,JFK-CDG,Airbus A320,384,874.05,25,Clear,Routine,2
FL07813,2025-09-15,SIN-SYD,Boeing 787,87,692.35,5,Clear,Routine,5
FL07814,2025-02-27,BOM-LHR,Airbus A380,171,1416.8,8,Clear,Delayed,5
FL07815,2025-06-26,JFK-LHR,Airbus A320,114,317.84,2,Clear,Delayed,3
FL07816,2025-09-25,SIN-SYD,Boeing 787,195,440.78,72,Clear,Routine,1
FL07817,2025-11-12,SFO-HND,Airbus A380,351,774.5,54,Clear,Delayed,4
FL07818,2025-07-05,DXB-LHR,Airbus A350,174,1017.45,2,Clear,Routine,4
FL07819,2025-10-15,SFO-HND,Airbus A320,361,260.25,21,Clear,Routine,2
FL07820,2025-10-05,DEL-SFO,Airbus A320,240,1149.15,80,Rain,Routine,1
FL07821,2025-01-23,DXB-LHR,Airbus A350,312,948.41,34,Snow,Routine,3
FL07822,2025-09-15,BOM-LHR,Boeing 777,345,855.88,16,Clear,Delayed,3
FL07823,2025-03-22,SIN-SYD,Airbus A380,231,779.37,6,Clear,Routine,1
FL07824,2025-10-07,BOM-LHR,Airbus A350,208,899.36,8,Fog,Routine,1
FL07825,2025-08-06,DEL-SFO,Airbus A320,357,452.23,33,Clear,Routine,2
FL07826,2025-11-09,JFK-CDG,Airbus A380,336,385.89,37,Snow,Delayed,1
FL07827,2025-09-01,BOM-LHR,Airbus A380,211,612.05,18,Clear,Delayed,5
FL07828,2025-12-03,BOM-LHR,Boeing 777,312,1136.88,3,Clear,Routine,3
FL07829,2025-01-21,JFK-CDG,Airbus A320,266,985.36,67,Rain,Routine,1
FL07830,2025-11-10,DXB-LHR,Boeing 787,230,850.15,46,Fog,Urgent,5
FL07831,2025-02-11,JFK-CDG,Boeing 777,140,964.4,3,Fog,Routine,4
FL07832,2025-03-19,SIN-SYD,Boeing 777,66,949.07,1,Rain,Routine,5
FL07833,2025-08-11,BOM-LHR,Boeing 787,174,633.8,19,Clear,Routine,4
FL07834,2025-12-27,JFK-CDG,Boeing 787,309,371.82,8,Clear,Routine,4
FL07835,2025-04-29,DEL-SFO,Boeing 777,263,1370.98,8,Clear,Routine,1
FL07836,2025-01-06,DEL-SFO,Airbus A380,288,999.89,2,Clear,Delayed,5
FL07837,2025-10-23,BOM-LHR,Airbus A350,229,1122.18,76,Fog,Routine,1
FL07838,2025-11-26,SIN-SYD,Airbus A350,221,830.0,44,Clear,Routine,3
FL07839,2025-06-11,SFO-HND,Boeing 777,192,1195.6,3,Clear,Routine,3
FL07840,2025-09-18,SIN-SYD,Airbus A380,366,980.62,52,Clear,Routine,3
FL07841,2025-02-09,JFK-LHR,Boeing 787,293,317.25,28,Clear,Cleared,3
FL07842,2025-09-06,JFK-LHR,Boeing 777,281,1362.62,9,Clear,Routine,4
FL07843,2025-01-29,JFK-LHR,Airbus A320,221,631.92,51,Clear,Routine,3
FL07844,2025-05-19,BOM-LHR,Airbus A380,326,422.36,22,Clear,Routine,1
FL07845,2025-01-15,DEL-SFO,Airbus A320,126,360.05,47,Snow,Delayed,4
FL07846,2025-05-07,DXB-LHR,Airbus A320,352,1150.55,15,Clear,Cleared,5
FL07847,2025-11-23,DEL-SFO,Boeing 777,380,1129.96,17,Clear,Routine,1
FL07848,2025-11-10,DXB-LHR,Airbus A380,98,1125.2,8,Rain,Delayed,2
FL07849,2025-06-25,DXB-LHR,Airbus A320,297,1394.69,12,Rain,Routine,2
FL07850,2025-04-23,DEL-SFO,Airbus A380,332,686.18,20,Clear,Routine,2
FL07851,2025-06-02,BOM-LHR,Airbus A350,336,951.42,73,Clear,Routine,1
FL07852,2025-08-23,SIN-SYD,Airbus A320,81,1024.37,22,Storm,Cleared,3
FL07853,2025-04-25,DXB-LHR,Airbus A320,207,1474.35,3,Clear,Delayed,4
FL07854,2025-01-22,SFO-HND,Airbus A380,67,640.43,0,Clear,Routine,5
FL07855,2025-04-01,DEL-SFO,Airbus A350,112,1445.41,47,Clear,Cleared,5
FL07856,2025-09-08,DEL-SFO,Airbus A320,177,435.92,11,Snow,Routine,3
FL07857,2025-03-22,JFK-LHR,Boeing 777,65,1205.0,9,Rain,Routine,4
FL07858,2025-02-19,SIN-SYD,Airbus A380,212,1041.11,40,Fog,Routine,5
FL07859,2025-10-20,JFK-LHR,Airbus A380,300,1271.12,72,Clear,Cleared,1
FL07860,2025-08-05,DEL-SFO,Airbus A320,186,285.86,34,Clear,Routine,4
FL07861,2025-02-17,DEL-SFO,Airbus A350,367,347.66,4,Rain,Delayed,1
FL07862,2025-07-08,DXB-LHR,Airbus A320,344,337.12,12,Clear,Cleared,3
FL07863,2025-01-26,SIN-SYD,Boeing 787,228,991.2,35,Clear,Routine,1
FL07864,2025-08-21,JFK-CDG,Airbus A320,278,1003.67,59,Clear,Routine,1
FL07865,2025-03-04,SFO-HND,Boeing 787,229,1382.63,164,Clear,Routine,3
FL07866,2025-08-20,DXB-LHR,Boeing 777,121,834.5,17,Storm,Delayed,2
FL07867,2025-03-02,DEL-SFO,Airbus A380,367,335.06,43,Clear,Routine,2
FL07868,2025-07-21,DXB-LHR,Airbus A380,132,511.91,1,Clear,Routine,1
FL07869,2025-01-28,SFO-HND,Airbus A350,185,260.09,8,Clear,Routine,3
FL07870,2025-06-23,DEL-SFO,Airbus A320,267,1220.89,11,Rain,Routine,3
FL07871,2025-06-23,SFO-HND,Boeing 777,158,1269.5,92,Fog,Routine,3
FL07872,2025-08-31,JFK-CDG,Boeing 787,168,1497.43,0,Fog,Delayed,3
FL07873,2025-09-19,DXB-LHR,Airbus A350,67,765.24,9,Clear,Routine,2
FL07874,2025-06-13,BOM-LHR,Boeing 777,381,274.12,66,Fog,Routine,3
FL07875,2025-04-23,DXB-LHR,Boeing 777,203,543.41,9,Clear,Routine,1
FL07876,2025-07-27,JFK-LHR,Boeing 787,60,984.71,6,Clear,Delayed,4
FL07877,2025-09-04,SIN-SYD,Boeing 787,187,1452.43,32,Clear,Routine,1
FL07878,2025-12-29,SIN-SYD,Airbus A380,111,379.47,34,Clear,Delayed,4
FL07879,2025-06-10,JFK-LHR,Airbus A320,120,401.97,15,Storm,Routine,2
FL07880,2025-07-10,DEL-SFO,Airbus A350,110,1127.2,73,Rain,Routine,1
FL07881,2025-04-24,SIN-SYD,Airbus A320,181,1084.01,5,Rain,Delayed,4
FL07882,2025-12-05,SFO-HND,Airbus A350,110,563.13,61,Fog,Delayed,4
FL07883,2025-01-31,SIN-SYD,Boeing 777,318,1266.43,35,Clear,Urgent,3
FL07884,2025-10-06,SIN-SYD,Boeing 787,61,410.97,11,Clear,Routine,4
FL07885,2025-08-22,JFK-LHR,Boeing 787,84,1407.18,41,Rain,Routine,3
FL07886,2025-08-11,DEL-SFO,Boeing 777,100,501.29,3,Fog,Routine,5
FL07887,2025-11-09,JFK-CDG,Boeing 777,92,351.69,3,Fog,Routine,3
FL07888,2025-02-24,SIN-SYD,Airbus A350,277,674.4,66,Clear,Routine,2
FL07889,2025-01-26,BOM-LHR,Boeing 777,160,484.8,2,Storm,Routine,3
FL07890,2025-11-29,SIN-SYD,Airbus A350,371,908.68,0,Storm,Routine,2
FL07891,2025-11-28,JFK-CDG,Airbus A320,64,1108.56,12,Clear,Routine,4
FL07892,2025-07-23,JFK-LHR,Boeing 787,226,863.65,2,Rain,Routine,2
FL07893,2025-09-09,JFK-CDG,Boeing 787,211,1075.76,49,Clear,Cleared,5
FL07894,2025-09-11,JFK-LHR,Boeing 787,88,706.15,63,Clear,Routine,1
FL07895,2025-04-29,SFO-HND,Airbus A320,75,284.9,16,Fog,Routine,5
FL07896,2025-01-12,JFK-LHR,Airbus A320,161,1467.58,13,Snow,Cleared,2
FL07897,2025-04-12,SFO-HND,Airbus A380,100,1274.27,19,Clear,Routine,4
FL07898,2025-01-15,SFO-HND,Airbus A350,147,341.77,6,Storm,Routine,1
FL07899,2025-05-15,JFK-LHR,Airbus A350,219,811.47,8,Clear,Delayed,1
FL07900,2025-12-02,BOM-LHR,Airbus A380,105,1043.77,2,Clear,Routine,3
FL07901,2025-07-09,DXB-LHR,Boeing 787,270,488.24,14,Clear,Delayed,1
FL07902,2025-07-11,JFK-LHR,Airbus A350,374,972.49,23,Snow,Urgent,3
FL07903,2025-12-17,SIN-SYD,Airbus A350,195,917.06,66,Fog,Routine,2
FL07904,2025-12-21,BOM-LHR,Boeing 787,309,510.33,33,Clear,Routine,5
FL07905,2025-10-25,BOM-LHR,Boeing 777,178,426.51,32,Fog,Routine,3
FL07906,2025-01-18,SIN-SYD,Boeing 777,99,1198.7,9,Rain,Routine,3
FL07907,2025-03-01,DXB-LHR,Airbus A380,389,653.23,54,Clear,Routine,1
FL07908,2025-10-07,BOM-LHR,Airbus A320,375,555.05,73,Rain,Routine,1
FL07909,2025-08-10,SFO-HND,Airbus A350,69,1172.35,67,Storm,Urgent,1
FL07910,2025-12-29,DXB-LHR,Airbus A350,223,1170.09,0,Clear,Routine,2
FL07911,2025-12-09,DEL-SFO,Airbus A380,332,595.5,23,Clear,Routine,3
FL07912,2025-03-14,SIN-SYD,Airbus A380,75,1340.71,25,Clear,Cleared,3
FL07913,2025-07-13,DXB-LHR,Airbus A350,209,1110.31,8,Fog,Delayed,5
FL07914,2025-08-05,JFK-LHR,Boeing 787,59,682.21,122,Fog,Routine,1
FL07915,2025-03-21,DXB-LHR,Boeing 787,131,784.36,8,Clear,Delayed,5
FL07916,2025-10-09,SFO-HND,Airbus A320,305,1158.39,6,Fog,Routine,4
FL07917,2025-03-11,JFK-LHR,Airbus A350,154,514.48,16,Clear,Routine,3
FL07918,2025-08-07,JFK-CDG,Airbus A350,189,835.95,9,Clear,Routine,5
FL07919,2025-06-18,SIN-SYD,Airbus A350,251,1066.95,64,Storm,Routine,2
FL07920,2025-07-14,SIN-SYD,Airbus A350,393,924.37,14,Clear,Routine,2
FL07921,2025-11-15,DXB-LHR,Airbus A380,73,1010.41,13,Clear,Routine,1
FL07922,2025-03-04,BOM-LHR,Boeing 777,95,932.77,24,Clear,Routine,4
FL07923,2025-08-21,JFK-LHR,Airbus A350,266,499.03,2,Clear,Routine,1
FL07924,2025-10-31,JFK-CDG,Boeing 777,104,762.76,35,Rain,Routine,3
FL07925,2025-02-11,JFK-LHR,Boeing 787,127,914.98,36,Clear,Urgent,2
FL07926,2025-12-02,SIN-SYD,Airbus A320,208,1225.08,16,Rain,Routine,3
FL07927,2025-07-15,JFK-LHR,Boeing 787,393,1067.38,77,Rain,Routine,3
FL07928,2025-09-14,JFK-CDG,Airbus A350,321,783.24,21,Clear,Cleared,2
FL07929,2025-04-18,BOM-LHR,Boeing 787,197,1468.0,29,Rain,Cleared,4
FL07930,2025-08-24,DXB-LHR,Airbus A380,87,384.74,64,Fog,Routine,1
FL07931,2025-08-28,SFO-HND,Boeing 777,160,508.51,27,Clear,Routine,3
FL07932,2025-01-10,JFK-LHR,Airbus A350,64,676.64,14,Clear,Delayed,1
FL07933,2025-12-10,SFO-HND,Airbus A380,127,535.72,0,Storm,Routine,1
FL07934,2025-10-01,SIN-SYD,Boeing 777,125,1031.8,32,Clear,Routine,5
FL07935,2025-03-13,DXB-LHR,Airbus A380,377,299.44,83,Clear,Routine,1
FL07936,2025-09-08,DEL-SFO,Boeing 787,324,471.8,15,Clear,Routine,2
FL07937,2025-04-24,DXB-LHR,Airbus A350,246,616.68,10,Clear,Cleared,2
FL07938,2025-08-29,JFK-LHR,Boeing 787,268,1104.18,18,Clear,Delayed,4
FL07939,2025-05-15,BOM-LHR,Airbus A320,112,1344.83,32,Clear,Routine,1
FL07940,2025-05-16,DXB-LHR,Airbus A350,81,1248.11,0,Clear,Delayed,3
FL07941,2025-12-01,JFK-LHR,Boeing 787,282,477.6,54,Clear,Routine,1
FL07942,2025-10-01,JFK-LHR,Airbus A350,159,956.76,54,Rain,Routine,4
FL07943,2025-02-05,SFO-HND,Boeing 777,214,287.53,19,Snow,Routine,1
FL07944,2025-12-28,DXB-LHR,Airbus A350,243,638.17,3,Clear,Routine,3
FL07945,2025-12-07,JFK-LHR,Airbus A350,56,1257.48,27,Clear,Routine,5
FL07946,2025-07-01,SFO-HND,Boeing 777,188,820.83,3,Rain,Delayed,3
FL07947,2025-06-05,JFK-CDG,Boeing 787,392,437.43,17,Clear,Routine,1
FL07948,2025-03-18,DEL-SFO,Airbus A350,336,798.19,2,Fog,Delayed,3
FL07949,2025-03-18,SFO-HND,Airbus A380,350,497.54,22,Clear,Routine,1
FL07950,2025-06-28,SFO-HND,Airbus A350,105,741.49,9,Clear,Routine,3
FL07951,2025-07-30,JFK-LHR,Boeing 787,209,859.79,44,Clear,Urgent,1
FL07952,2025-09-06,SIN-SYD,Boeing 777,198,686.95,40,Storm,Routine,1
FL07953,2025-09-08,SIN-SYD,Boeing 787,336,1421.21,162,Clear,Routine,1
FL07954,2025-01-07,BOM-LHR,Airbus A320,306,953.16,7,Rain,Routine,1
FL07955,2025-02-25,SIN-SYD,Airbus A350,188,1303.62,1,Clear,Routine,1
FL07956,2025-06-13,SFO-HND,Airbus A350,398,1200.91,14,Clear,Routine,5
FL07957,2025-11-15,BOM-LHR,Boeing 777,373,1076.46,2,Clear,Routine,1
FL07958,2025-11-26,JFK-LHR,Airbus A350,341,871.11,4,Clear,Routine,4
FL07959,2025-12-06,DXB-LHR,Airbus A380,384,252.72,22,Clear,Routine,1
FL07960,2025-04-11,DEL-SFO,Airbus A380,236,1016.83,22,Clear,Delayed,2
FL07961,2025-06-24,DEL-SFO,Boeing 787,372,694.95,1,Clear,Cleared,3
FL07962,2025-10-30,SFO-HND,Boeing 777,233,397.2,14,Clear,Routine,2
FL07963,2025-08-11,SFO-HND,Airbus A320,356,805.78,18,Rain,Delayed,4
FL07964,2025-07-11,BOM-LHR,Boeing 787,311,1169.44,7,Snow,Cleared,2
FL07965,2025-05-27,JFK-LHR,Boeing 777,359,1452.1,51,Clear,Routine,2
FL07966,2025-10-01,JFK-CDG,Boeing 777,393,717.63,4,Clear,Routine,1
FL07967,2025-07-21,SFO-HND,Boeing 787,194,928.4,7,Clear,Routine,1
FL07968,2025-12-22,JFK-CDG,Boeing 787,310,1314.06,4,Clear,Delayed,3
FL07969,2025-12-30,JFK-CDG,Airbus A350,51,667.5,3,Clear,Routine,5
FL07970,2025-04-18,SIN-SYD,Airbus A320,363,427.82,52,Clear,Routine,4
FL07971,2025-12-28,JFK-LHR,Airbus A380,61,602.35,8,Fog,Routine,2
FL07972,2025-05-07,DEL-SFO,Airbus A350,310,1373.9,32,Storm,Delayed,1
FL07973,2025-11-24,DEL-SFO,Boeing 777,218,449.24,13,Clear,Routine,4
FL07974,2025-01-12,JFK-CDG,Airbus A320,197,661.53,25,Rain,Routine,2
FL07975,2025-04-21,DEL-SFO,Airbus A320,249,830.8,65,Clear,Cleared,2
FL07976,2025-07-09,JFK-LHR,Boeing 787,361,1308.89,46,Clear,Urgent,5
FL07977,2025-06-17,SIN-SYD,Airbus A320,119,1422.14,1,Storm,Delayed,2
FL07978,2025-10-09,JFK-LHR,Airbus A320,361,782.26,46,Clear,Cleared,5
FL07979,2025-09-10,SFO-HND,Boeing 777,103,1414.94,15,Rain,Urgent,1
FL07980,2025-11-29,JFK-CDG,Airbus A350,308,451.82,10,Clear,Delayed,5
FL07981,2025-09-25,JFK-LHR,Airbus A320,77,446.07,27,Rain,Cleared,5
FL07982,2025-03-18,DEL-SFO,Boeing 787,169,1436.56,74,Clear,Delayed,4
FL07983,2025-12-15,DXB-LHR,Airbus A350,182,887.1,2,Rain,Routine,2
FL07984,2025-01-21,JFK-LHR,Boeing 787,139,482.38,36,Clear,Routine,5
FL07985,2025-08-19,JFK-CDG,Airbus A320,65,859.99,5,Clear,Routine,4
FL07986,2025-08-21,SIN-SYD,Airbus A350,336,1229.01,11,Fog,Routine,1
FL07987,2025-03-04,DEL-SFO,Airbus A320,333,1283.65,51,Rain,Delayed,1
FL07988,2025-01-26,SIN-SYD,Boeing 777,279,1329.96,19,Storm,Routine,1
FL07989,2025-04-09,JFK-CDG,Airbus A350,186,961.96,1,Clear,Delayed,3
FL07990,2025-03-22,DEL-SFO,Boeing 787,344,1333.68,17,Clear,Cleared,4
FL07991,2025-11-12,SFO-HND,Boeing 777,276,887.54,38,Clear,Routine,3
FL07992,2025-10-15,DEL-SFO,Airbus A380,76,1008.82,18,Clear,Routine,5
FL07993,2025-11-18,SFO-HND,Boeing 787,381,1198.4,4,Rain,Routine,3
FL07994,2025-03-01,SIN-SYD,Airbus A320,166,781.79,14,Storm,Routine,3
FL07995,2025-02-10,SIN-SYD,Boeing 787,138,341.98,64,Fog,Routine,1
FL07996,2025-06-15,JFK-CDG,Airbus A380,156,687.71,26,Clear,Routine,2
FL07997,2025-08-27,SFO-HND,Boeing 787,270,1029.93,32,Clear,Delayed,5
FL07998,2025-10-05,SIN-SYD,Boeing 777,272,490.42,38,Storm,Routine,3
FL07999,2025-11-04,SFO-HND,Boeing 787,171,435.48,2,Snow,Routine,1
FL08000,2025-01-08,SIN-SYD,Airbus A350,82,616.35,21,Fog,Routine,5
FL08001,2025-04-23,DEL-SFO,Airbus A380,140,290.14,11,Rain,Routine,3
FL08002,2025-07-16,JFK-LHR,Boeing 787,233,1179.28,3,Fog,Routine,4
FL08003,2025-02-02,DXB-LHR,Airbus A380,307,573.39,5,Clear,Routine,2
FL08004,2025-10-11,DEL-SFO,Boeing 777,62,405.3,37,Rain,Routine,4
FL08005,2025-11-30,BOM-LHR,Airbus A350,73,1123.91,4,Clear,Delayed,2
FL08006,2025-01-01,JFK-LHR,Airbus A320,374,1303.66,9,Rain,Cleared,2
FL08007,2025-09-24,BOM-LHR,Boeing 787,83,274.84,8,Rain,Routine,4
FL08008,2025-10-24,SIN-SYD,Boeing 777,296,542.0,1,Clear,Delayed,2
FL08009,2025-02-07,DXB-LHR,Airbus A380,392,1431.54,15,Clear,Routine,3
FL08010,2025-04-15,DXB-LHR,Airbus A380,68,731.57,36,Clear,Delayed,5
FL08011,2025-09-13,SIN-SYD,Boeing 777,79,1423.24,0,Clear,Routine,1
FL08012,2025-09-09,SIN-SYD,Boeing 787,98,592.77,2,Clear,Routine,4
FL08013,2025-01-10,SFO-HND,Airbus A320,229,522.58,31,Clear,Routine,4
FL08014,2025-11-03,SIN-SYD,Boeing 787,275,517.64,22,Clear,Urgent,5
FL08015,2025-09-19,JFK-CDG,Airbus A350,127,356.54,31,Clear,Routine,3
FL08016,2025-03-30,SIN-SYD,Boeing 787,256,1370.54,6,Clear,Cleared,1
FL08017,2025-01-10,JFK-CDG,Airbus A350,84,1474.79,40,Clear,Routine,3
FL08018,2025-08-11,SIN-SYD,Airbus A380,299,1443.14,16,Clear,Routine,4
FL08019,2025-07-11,SFO-HND,Airbus A350,120,1315.04,23,Rain,Routine,1
FL08020,2025-08-27,JFK-CDG,Airbus A320,359,1308.61,2,Rain,Urgent,2
FL08021,2025-03-27,JFK-LHR,Boeing 777,328,1076.36,5,Fog,Routine,4
FL08022,2025-05-18,JFK-CDG,Airbus A350,201,1282.77,37,Clear,Routine,3
FL08023,2025-01-10,DEL-SFO,Boeing 787,276,510.43,6,Fog,Urgent,5
FL08024,2025-02-09,SFO-HND,Airbus A350,292,734.89,2,Clear,Routine,2
FL08025,2025-11-03,BOM-LHR,Airbus A380,59,1051.05,22,Clear,Routine,1
FL08026,2025-11-12,JFK-CDG,Airbus A350,366,1343.46,19,Clear,Routine,4
FL08027,2025-11-15,DEL-SFO,Airbus A320,97,1075.59,23,Clear,Routine,5
FL08028,2025-04-02,DEL-SFO,Airbus A350,161,1298.78,24,Clear,Routine,5
FL08029,2025-06-23,DEL-SFO,Airbus A320,253,842.44,17,Snow,Delayed,2
FL08030,2025-05-04,SIN-SYD,Boeing 787,206,1146.63,17,Fog,Urgent,5
FL08031,2025-10-16,DEL-SFO,Airbus A380,392,1474.98,64,Fog,Delayed,2
FL08032,2025-07-03,SIN-SYD,Boeing 777,75,441.86,19,Snow,Routine,1
FL08033,2025-06-18,BOM-LHR,Boeing 787,357,1408.65,24,Rain,Routine,4
FL08034,2025-10-04,SFO-HND,Boeing 787,215,902.95,7,Clear,Delayed,1
FL08035,2025-01-01,DXB-LHR,Boeing 777,298,1054.02,51,Fog,Cleared,3
FL08036,2025-10-29,SIN-SYD,Airbus A350,311,1347.34,0,Rain,Routine,1
FL08037,2025-01-05,DEL-SFO,Airbus A350,313,762.07,20,Clear,Routine,4
FL08038,2025-02-12,DEL-SFO,Airbus A350,66,773.37,12,Rain,Delayed,4
FL08039,2025-08-04,JFK-LHR,Airbus A380,125,908.98,23,Clear,Routine,5
FL08040,2025-05-26,DEL-SFO,Boeing 787,303,273.88,11,Clear,Cleared,3
FL08041,2025-04-30,SFO-HND,Airbus A320,255,870.83,31,Fog,Routine,1
FL08042,2025-11-02,JFK-CDG,Boeing 777,83,613.86,0,Rain,Routine,5
FL08043,2025-06-01,JFK-CDG,Boeing 787,196,1409.94,13,Fog,Routine,5
FL08044,2025-08-23,DEL-SFO,Airbus A350,375,359.67,44,Fog,Cleared,1
FL08045,2025-04-01,JFK-LHR,Boeing 777,387,824.15,7,Clear,Routine,3
FL08046,2025-02-25,SIN-SYD,Airbus A320,277,1434.34,1,Clear,Cleared,3
FL08047,2025-12-14,SFO-HND,Boeing 787,167,1376.29,17,Clear,Routine,4
FL08048,2025-09-30,JFK-LHR,Boeing 787,214,1126.69,93,Fog,Routine,2
FL08049,2025-08-07,SIN-SYD,Airbus A380,87,986.7,1,Clear,Routine,5
FL08050,2025-08-05,SFO-HND,Boeing 787,345,600.91,1,Rain,Routine,4
FL08051,2025-09-16,DEL-SFO,Boeing 787,186,708.7,22,Clear,Routine,2
FL08052,2025-01-09,JFK-CDG,Airbus A320,358,362.67,7,Rain,Routine,4
FL08053,2025-04-24,SFO-HND,Airbus A320,295,1232.64,13,Clear,Routine,5
FL08054,2025-03-03,DEL-SFO,Boeing 777,247,654.84,44,Clear,Cleared,1
FL08055,2025-05-30,BOM-LHR,Airbus A350,115,1084.73,5,Clear,Cleared,1
FL08056,2025-09-28,DXB-LHR,Airbus A320,129,696.99,31,Clear,Routine,1
FL08057,2025-01-02,SFO-HND,Boeing 777,101,830.41,17,Clear,Routine,5
FL08058,2025-02-21,DXB-LHR,Boeing 787,178,943.75,58,Storm,Delayed,3
FL08059,2025-06-17,SFO-HND,Boeing 777,50,1252.32,90,Clear,Routine,1
FL08060,2025-05-21,DXB-LHR,Boeing 777,216,513.95,16,Rain,Routine,3
FL08061,2025-04-14,BOM-LHR,Boeing 777,65,748.46,21,Fog,Routine,2
FL08062,2025-07-10,JFK-CDG,Boeing 777,194,412.6,34,Rain,Delayed,1
FL08063,2025-09-24,SIN-SYD,Airbus A320,161,344.7,9,Clear,Routine,1
FL08064,2025-04-30,DXB-LHR,Airbus A350,151,1005.84,6,Storm,Routine,1
FL08065,2025-08-23,BOM-LHR,Boeing 777,131,486.36,83,Clear,Routine,2
FL08066,2025-10-29,DXB-LHR,Airbus A380,148,324.75,14,Clear,Urgent,2
FL08067,2025-03-25,JFK-CDG,Boeing 787,208,1371.37,0,Clear,Urgent,1
FL08068,2025-09-15,DXB-LHR,Boeing 787,89,917.89,45,Clear,Routine,1
FL08069,2025-07-07,BOM-LHR,Boeing 787,204,418.29,22,Rain,Delayed,4
FL08070,2025-12-08,DEL-SFO,Boeing 787,85,316.78,4,Clear,Routine,5
FL08071,2025-05-13,BOM-LHR,Boeing 787,296,399.83,0,Clear,Routine,4
FL08072,2025-09-07,JFK-LHR,Boeing 777,53,839.17,8,Clear,Routine,4
FL08073,2025-05-08,JFK-CDG,Airbus A350,330,1085.58,65,Clear,Routine,3
FL08074,2025-09-21,DEL-SFO,Airbus A380,383,1051.6,67,Clear,Urgent,3
FL08075,2025-10-18,JFK-LHR,Airbus A320,298,430.53,9,Clear,Routine,4
FL08076,2025-04-13,JFK-CDG,Airbus A380,61,1041.86,45,Clear,Routine,3
FL08077,2025-03-19,DEL-SFO,Airbus A320,332,756.08,14,Rain,Routine,5
FL08078,2025-09-25,DXB-LHR,Airbus A320,265,830.93,26,Rain,Cleared,5
FL08079,2025-12-31,DEL-SFO,Airbus A380,368,1251.79,10,Clear,Routine,5
